"Data for weekly deaths (occurrences), by Health Board and location, 2015-2019",,,,,,,,,
,,,,,,,,,
week of occurrence,health board,location,year,number of deaths,,,,,
28,Tayside,Care Home,2017,26,,,,,
28,Tayside,Home / Non-institution,2017,19,,,,,
28,Tayside,Hospital,2017,41,,,,,
28,Tayside,Other institution,2017,3,,,,,
28,Western Isles,Care Home,2017,2,,,,,
28,Western Isles,Home / Non-institution,2017,2,,,,,
28,Western Isles,Hospital,2017,3,,,,,
29,Ayrshire and Arran,Care Home,2017,16,,,,,
29,Ayrshire and Arran,Home / Non-institution,2017,21,,,,,
29,Ayrshire and Arran,Hospital,2017,42,,,,,
29,Borders,Care Home,2017,3,,,,,
29,Borders,Home / Non-institution,2017,6,,,,,
29,Borders,Hospital,2017,6,,,,,
29,Borders,Other institution,2017,4,,,,,
29,Dumfries and Galloway,Care Home,2017,5,,,,,
29,Dumfries and Galloway,Home / Non-institution,2017,12,,,,,
29,Dumfries and Galloway,Hospital,2017,16,,,,,
29,Fife,Care Home,2017,9,,,,,
29,Fife,Home / Non-institution,2017,14,,,,,
29,Fife,Hospital,2017,46,,,,,
29,Forth Valley,Care Home,2017,11,,,,,
29,Forth Valley,Home / Non-institution,2017,18,,,,,
29,Forth Valley,Hospital,2017,25,,,,,
29,Grampian,Care Home,2017,14,,,,,
29,Grampian,Home / Non-institution,2017,35,,,,,
29,Grampian,Hospital,2017,43,,,,,
29,Greater Glasgow and Clyde,Care Home,2017,49,,,,,
29,Greater Glasgow and Clyde,Home / Non-institution,2017,64,,,,,
29,Greater Glasgow and Clyde,Hospital,2017,105,,,,,
29,Highland,Care Home,2017,10,,,,,
29,Highland,Home / Non-institution,2017,17,,,,,
29,Highland,Hospital,2017,30,,,,,
29,Lanarkshire,Care Home,2017,24,,,,,
29,Lanarkshire,Home / Non-institution,2017,30,,,,,
29,Lanarkshire,Hospital,2017,53,,,,,
29,Lanarkshire,Other institution,2017,1,,,,,
29,Lothian,Care Home,2017,33,,,,,
29,Lothian,Home / Non-institution,2017,34,,,,,
29,Lothian,Hospital,2017,55,,,,,
29,Orkney,Care Home,2017,1,,,,,
29,Orkney,Home / Non-institution,2017,2,,,,,
29,Shetland,Home / Non-institution,2017,2,,,,,
29,Tayside,Care Home,2017,17,,,,,
29,Tayside,Home / Non-institution,2017,20,,,,,
29,Tayside,Hospital,2017,46,,,,,
29,Western Isles,Care Home,2017,2,,,,,
29,Western Isles,Hospital,2017,2,,,,,
30,Ayrshire and Arran,Care Home,2017,6,,,,,
30,Ayrshire and Arran,Home / Non-institution,2017,16,,,,,
30,Ayrshire and Arran,Hospital,2017,49,,,,,
30,Borders,Care Home,2017,4,,,,,
30,Borders,Home / Non-institution,2017,6,,,,,
30,Borders,Hospital,2017,9,,,,,
30,Borders,Other institution,2017,4,,,,,
30,Dumfries and Galloway,Care Home,2017,3,,,,,
30,Dumfries and Galloway,Home / Non-institution,2017,12,,,,,
30,Dumfries and Galloway,Hospital,2017,21,,,,,
30,Fife,Care Home,2017,10,,,,,
30,Fife,Home / Non-institution,2017,17,,,,,
30,Fife,Hospital,2017,40,,,,,
30,Forth Valley,Care Home,2017,15,,,,,
30,Forth Valley,Home / Non-institution,2017,13,,,,,
30,Forth Valley,Hospital,2017,31,,,,,
30,Grampian,Care Home,2017,21,,,,,
30,Grampian,Home / Non-institution,2017,29,,,,,
30,Grampian,Hospital,2017,49,,,,,
30,Grampian,Other institution,2017,1,,,,,
30,Greater Glasgow and Clyde,Care Home,2017,54,,,,,
30,Greater Glasgow and Clyde,Home / Non-institution,2017,51,,,,,
30,Greater Glasgow and Clyde,Hospital,2017,101,,,,,
30,Highland,Care Home,2017,12,,,,,
30,Highland,Home / Non-institution,2017,22,,,,,
30,Highland,Hospital,2017,31,,,,,
30,Lanarkshire,Care Home,2017,16,,,,,
30,Lanarkshire,Home / Non-institution,2017,44,,,,,
30,Lanarkshire,Hospital,2017,57,,,,,
30,Lothian,Care Home,2017,38,,,,,
30,Lothian,Home / Non-institution,2017,34,,,,,
30,Lothian,Hospital,2017,65,,,,,
30,Orkney,Home / Non-institution,2017,1,,,,,
30,Orkney,Hospital,2017,1,,,,,
30,Shetland,Care Home,2017,1,,,,,
30,Shetland,Home / Non-institution,2017,2,,,,,
30,Shetland,Hospital,2017,1,,,,,
30,Tayside,Care Home,2017,17,,,,,
30,Tayside,Home / Non-institution,2017,30,,,,,
30,Tayside,Hospital,2017,52,,,,,
30,Tayside,Other institution,2017,1,,,,,
30,Western Isles,Care Home,2017,3,,,,,
30,Western Isles,Home / Non-institution,2017,3,,,,,
30,Western Isles,Hospital,2017,4,,,,,
31,Ayrshire and Arran,Care Home,2017,17,,,,,
31,Ayrshire and Arran,Home / Non-institution,2017,27,,,,,
31,Ayrshire and Arran,Hospital,2017,36,,,,,
31,Borders,Care Home,2017,1,,,,,
31,Borders,Home / Non-institution,2017,6,,,,,
31,Borders,Hospital,2017,14,,,,,
31,Borders,Other institution,2017,2,,,,,
31,Dumfries and Galloway,Care Home,2017,8,,,,,
31,Dumfries and Galloway,Home / Non-institution,2017,14,,,,,
31,Dumfries and Galloway,Hospital,2017,19,,,,,
31,Dumfries and Galloway,Other institution,2017,1,,,,,
31,Fife,Care Home,2017,15,,,,,
31,Fife,Home / Non-institution,2017,18,,,,,
31,Fife,Hospital,2017,35,,,,,
31,Forth Valley,Care Home,2017,13,,,,,
31,Forth Valley,Home / Non-institution,2017,17,,,,,
31,Forth Valley,Hospital,2017,21,,,,,
31,Grampian,Care Home,2017,22,,,,,
31,Grampian,Home / Non-institution,2017,14,,,,,
31,Grampian,Hospital,2017,44,,,,,
31,Greater Glasgow and Clyde,Care Home,2017,56,,,,,
31,Greater Glasgow and Clyde,Home / Non-institution,2017,61,,,,,
31,Greater Glasgow and Clyde,Hospital,2017,105,,,,,
31,Highland,Care Home,2017,14,,,,,
31,Highland,Home / Non-institution,2017,25,,,,,
31,Highland,Hospital,2017,37,,,,,
31,Lanarkshire,Care Home,2017,26,,,,,
31,Lanarkshire,Home / Non-institution,2017,32,,,,,
31,Lanarkshire,Hospital,2017,55,,,,,
31,Lothian,Care Home,2017,41,,,,,
31,Lothian,Home / Non-institution,2017,31,,,,,
31,Lothian,Hospital,2017,69,,,,,
31,Shetland,Care Home,2017,2,,,,,
31,Shetland,Home / Non-institution,2017,1,,,,,
31,Tayside,Care Home,2017,22,,,,,
31,Tayside,Home / Non-institution,2017,29,,,,,
31,Tayside,Hospital,2017,50,,,,,
31,Western Isles,Care Home,2017,2,,,,,
31,Western Isles,Home / Non-institution,2017,2,,,,,
31,Western Isles,Hospital,2017,1,,,,,
32,Ayrshire and Arran,Care Home,2017,19,,,,,
32,Ayrshire and Arran,Home / Non-institution,2017,18,,,,,
32,Ayrshire and Arran,Hospital,2017,51,,,,,
32,Borders,Care Home,2017,1,,,,,
32,Borders,Home / Non-institution,2017,7,,,,,
32,Borders,Hospital,2017,10,,,,,
32,Borders,Other institution,2017,4,,,,,
32,Dumfries and Galloway,Care Home,2017,6,,,,,
32,Dumfries and Galloway,Home / Non-institution,2017,9,,,,,
32,Dumfries and Galloway,Hospital,2017,19,,,,,
32,Fife,Care Home,2017,8,,,,,
32,Fife,Home / Non-institution,2017,24,,,,,
32,Fife,Hospital,2017,37,,,,,
32,Forth Valley,Care Home,2017,11,,,,,
32,Forth Valley,Home / Non-institution,2017,11,,,,,
32,Forth Valley,Hospital,2017,29,,,,,
32,Grampian,Care Home,2017,25,,,,,
32,Grampian,Home / Non-institution,2017,31,,,,,
32,Grampian,Hospital,2017,57,,,,,
32,Grampian,Other institution,2017,1,,,,,
32,Greater Glasgow and Clyde,Care Home,2017,47,,,,,
32,Greater Glasgow and Clyde,Home / Non-institution,2017,61,,,,,
32,Greater Glasgow and Clyde,Hospital,2017,112,,,,,
32,Greater Glasgow and Clyde,Other institution,2017,1,,,,,
32,Highland,Care Home,2017,14,,,,,
32,Highland,Home / Non-institution,2017,16,,,,,
32,Highland,Hospital,2017,29,,,,,
32,Lanarkshire,Care Home,2017,20,,,,,
32,Lanarkshire,Home / Non-institution,2017,24,,,,,
32,Lanarkshire,Hospital,2017,58,,,,,
32,Lanarkshire,Other institution,2017,1,,,,,
32,Lothian,Care Home,2017,31,,,,,
32,Lothian,Home / Non-institution,2017,40,,,,,
32,Lothian,Hospital,2017,73,,,,,
32,Orkney,Care Home,2017,1,,,,,
32,Orkney,Home / Non-institution,2017,1,,,,,
32,Orkney,Hospital,2017,3,,,,,
32,Shetland,Care Home,2017,1,,,,,
32,Shetland,Home / Non-institution,2017,2,,,,,
32,Shetland,Hospital,2017,2,,,,,
32,Tayside,Care Home,2017,13,,,,,
32,Tayside,Home / Non-institution,2017,23,,,,,
32,Tayside,Hospital,2017,39,,,,,
32,Tayside,Other institution,2017,1,,,,,
32,Western Isles,Home / Non-institution,2017,1,,,,,
32,Western Isles,Hospital,2017,4,,,,,
33,Ayrshire and Arran,Care Home,2017,16,,,,,
33,Ayrshire and Arran,Home / Non-institution,2017,18,,,,,
33,Ayrshire and Arran,Hospital,2017,44,,,,,
33,Borders,Care Home,2017,6,,,,,
33,Borders,Home / Non-institution,2017,2,,,,,
33,Borders,Hospital,2017,12,,,,,
33,Borders,Other institution,2017,1,,,,,
33,Dumfries and Galloway,Care Home,2017,2,,,,,
33,Dumfries and Galloway,Home / Non-institution,2017,6,,,,,
33,Dumfries and Galloway,Hospital,2017,23,,,,,
33,Fife,Care Home,2017,17,,,,,
33,Fife,Home / Non-institution,2017,28,,,,,
33,Fife,Hospital,2017,40,,,,,
33,Forth Valley,Care Home,2017,13,,,,,
33,Forth Valley,Home / Non-institution,2017,13,,,,,
33,Forth Valley,Hospital,2017,31,,,,,
33,Grampian,Care Home,2017,20,,,,,
33,Grampian,Home / Non-institution,2017,25,,,,,
33,Grampian,Hospital,2017,57,,,,,
33,Grampian,Other institution,2017,1,,,,,
33,Greater Glasgow and Clyde,Care Home,2017,42,,,,,
33,Greater Glasgow and Clyde,Home / Non-institution,2017,63,,,,,
33,Greater Glasgow and Clyde,Hospital,2017,95,,,,,
33,Highland,Care Home,2017,17,,,,,
33,Highland,Home / Non-institution,2017,21,,,,,
33,Highland,Hospital,2017,43,,,,,
33,Lanarkshire,Care Home,2017,31,,,,,
33,Lanarkshire,Home / Non-institution,2017,38,,,,,
33,Lanarkshire,Hospital,2017,82,,,,,
33,Lothian,Care Home,2017,39,,,,,
33,Lothian,Home / Non-institution,2017,35,,,,,
33,Lothian,Hospital,2017,67,,,,,
33,Orkney,Home / Non-institution,2017,3,,,,,
33,Orkney,Hospital,2017,1,,,,,
33,Shetland,Care Home,2017,2,,,,,
33,Shetland,Home / Non-institution,2017,1,,,,,
33,Tayside,Care Home,2017,19,,,,,
33,Tayside,Home / Non-institution,2017,23,,,,,
33,Tayside,Hospital,2017,51,,,,,
33,Tayside,Other institution,2017,1,,,,,
33,Western Isles,Home / Non-institution,2017,1,,,,,
33,Western Isles,Hospital,2017,3,,,,,
34,Ayrshire and Arran,Care Home,2017,14,,,,,
34,Ayrshire and Arran,Home / Non-institution,2017,21,,,,,
34,Ayrshire and Arran,Hospital,2017,43,,,,,
34,Borders,Care Home,2017,3,,,,,
34,Borders,Home / Non-institution,2017,4,,,,,
34,Borders,Hospital,2017,14,,,,,
34,Borders,Other institution,2017,2,,,,,
34,Dumfries and Galloway,Care Home,2017,8,,,,,
34,Dumfries and Galloway,Home / Non-institution,2017,11,,,,,
34,Dumfries and Galloway,Hospital,2017,6,,,,,
34,Fife,Care Home,2017,16,,,,,
34,Fife,Home / Non-institution,2017,23,,,,,
34,Fife,Hospital,2017,29,,,,,
34,Forth Valley,Care Home,2017,11,,,,,
34,Forth Valley,Home / Non-institution,2017,14,,,,,
34,Forth Valley,Hospital,2017,28,,,,,
34,Grampian,Care Home,2017,31,,,,,
34,Grampian,Home / Non-institution,2017,24,,,,,
34,Grampian,Hospital,2017,43,,,,,
34,Greater Glasgow and Clyde,Care Home,2017,48,,,,,
34,Greater Glasgow and Clyde,Home / Non-institution,2017,66,,,,,
34,Greater Glasgow and Clyde,Hospital,2017,120,,,,,
34,Highland,Care Home,2017,14,,,,,
34,Highland,Home / Non-institution,2017,27,,,,,
34,Highland,Hospital,2017,24,,,,,
34,Lanarkshire,Care Home,2017,35,,,,,
34,Lanarkshire,Home / Non-institution,2017,38,,,,,
34,Lanarkshire,Hospital,2017,51,,,,,
34,Lothian,Care Home,2017,32,,,,,
34,Lothian,Home / Non-institution,2017,35,,,,,
34,Lothian,Hospital,2017,68,,,,,
34,Orkney,Home / Non-institution,2017,2,,,,,
34,Orkney,Hospital,2017,2,,,,,
34,Shetland,Care Home,2017,1,,,,,
34,Shetland,Home / Non-institution,2017,1,,,,,
34,Shetland,Hospital,2017,1,,,,,
34,Tayside,Care Home,2017,16,,,,,
34,Tayside,Home / Non-institution,2017,23,,,,,
34,Tayside,Hospital,2017,37,,,,,
34,Tayside,Other institution,2017,2,,,,,
34,Western Isles,Care Home,2017,1,,,,,
34,Western Isles,Home / Non-institution,2017,1,,,,,
34,Western Isles,Hospital,2017,2,,,,,
35,Ayrshire and Arran,Care Home,2017,14,,,,,
35,Ayrshire and Arran,Home / Non-institution,2017,17,,,,,
35,Ayrshire and Arran,Hospital,2017,37,,,,,
35,Borders,Care Home,2017,6,,,,,
35,Borders,Home / Non-institution,2017,7,,,,,
35,Borders,Hospital,2017,11,,,,,
35,Borders,Other institution,2017,3,,,,,
35,Dumfries and Galloway,Care Home,2017,5,,,,,
35,Dumfries and Galloway,Home / Non-institution,2017,6,,,,,
35,Dumfries and Galloway,Hospital,2017,22,,,,,
35,Fife,Care Home,2017,15,,,,,
35,Fife,Home / Non-institution,2017,15,,,,,
35,Fife,Hospital,2017,40,,,,,
35,Forth Valley,Care Home,2017,9,,,,,
35,Forth Valley,Home / Non-institution,2017,6,,,,,
35,Forth Valley,Hospital,2017,27,,,,,
35,Grampian,Care Home,2017,22,,,,,
35,Grampian,Home / Non-institution,2017,20,,,,,
35,Grampian,Hospital,2017,45,,,,,
35,Grampian,Other institution,2017,1,,,,,
35,Greater Glasgow and Clyde,Care Home,2017,72,,,,,
35,Greater Glasgow and Clyde,Home / Non-institution,2017,59,,,,,
35,Greater Glasgow and Clyde,Hospital,2017,107,,,,,
35,Greater Glasgow and Clyde,Other institution,2017,1,,,,,
35,Highland,Care Home,2017,19,,,,,
35,Highland,Home / Non-institution,2017,23,,,,,
35,Highland,Hospital,2017,26,,,,,
35,Lanarkshire,Care Home,2017,19,,,,,
35,Lanarkshire,Home / Non-institution,2017,35,,,,,
35,Lanarkshire,Hospital,2017,72,,,,,
35,Lothian,Care Home,2017,28,,,,,
35,Lothian,Home / Non-institution,2017,27,,,,,
35,Lothian,Hospital,2017,61,,,,,
35,Orkney,Care Home,2017,1,,,,,
35,Orkney,Home / Non-institution,2017,1,,,,,
35,Orkney,Hospital,2017,2,,,,,
35,Shetland,Home / Non-institution,2017,1,,,,,
35,Shetland,Hospital,2017,2,,,,,
35,Tayside,Care Home,2017,16,,,,,
35,Tayside,Home / Non-institution,2017,24,,,,,
35,Tayside,Hospital,2017,45,,,,,
35,Western Isles,Care Home,2017,2,,,,,
35,Western Isles,Home / Non-institution,2017,2,,,,,
35,Western Isles,Hospital,2017,4,,,,,
36,Ayrshire and Arran,Care Home,2017,19,,,,,
36,Ayrshire and Arran,Home / Non-institution,2017,25,,,,,
36,Ayrshire and Arran,Hospital,2017,35,,,,,
36,Borders,Care Home,2017,3,,,,,
36,Borders,Home / Non-institution,2017,3,,,,,
36,Borders,Hospital,2017,6,,,,,
36,Borders,Other institution,2017,3,,,,,
36,Dumfries and Galloway,Care Home,2017,7,,,,,
36,Dumfries and Galloway,Home / Non-institution,2017,12,,,,,
36,Dumfries and Galloway,Hospital,2017,22,,,,,
36,Fife,Care Home,2017,21,,,,,
36,Fife,Home / Non-institution,2017,25,,,,,
36,Fife,Hospital,2017,37,,,,,
36,Forth Valley,Care Home,2017,11,,,,,
36,Forth Valley,Home / Non-institution,2017,15,,,,,
36,Forth Valley,Hospital,2017,21,,,,,
36,Grampian,Care Home,2017,17,,,,,
36,Grampian,Home / Non-institution,2017,23,,,,,
36,Grampian,Hospital,2017,46,,,,,
36,Grampian,Other institution,2017,1,,,,,
36,Greater Glasgow and Clyde,Care Home,2017,58,,,,,
36,Greater Glasgow and Clyde,Home / Non-institution,2017,63,,,,,
36,Greater Glasgow and Clyde,Hospital,2017,108,,,,,
36,Greater Glasgow and Clyde,Other institution,2017,1,,,,,
36,Highland,Care Home,2017,12,,,,,
36,Highland,Home / Non-institution,2017,17,,,,,
36,Highland,Hospital,2017,37,,,,,
36,Lanarkshire,Care Home,2017,24,,,,,
36,Lanarkshire,Home / Non-institution,2017,40,,,,,
36,Lanarkshire,Hospital,2017,57,,,,,
36,Lanarkshire,Other institution,2017,1,,,,,
36,Lothian,Care Home,2017,40,,,,,
36,Lothian,Home / Non-institution,2017,34,,,,,
36,Lothian,Hospital,2017,68,,,,,
36,Orkney,Care Home,2017,1,,,,,
36,Orkney,Home / Non-institution,2017,2,,,,,
36,Orkney,Hospital,2017,3,,,,,
36,Shetland,Home / Non-institution,2017,1,,,,,
36,Shetland,Hospital,2017,1,,,,,
36,Tayside,Care Home,2017,21,,,,,
36,Tayside,Home / Non-institution,2017,23,,,,,
36,Tayside,Hospital,2017,26,,,,,
36,Tayside,Other institution,2017,1,,,,,
36,Western Isles,Care Home,2017,2,,,,,
36,Western Isles,Home / Non-institution,2017,1,,,,,
36,Western Isles,Hospital,2017,2,,,,,
37,Ayrshire and Arran,Care Home,2017,14,,,,,
37,Ayrshire and Arran,Home / Non-institution,2017,30,,,,,
37,Ayrshire and Arran,Hospital,2017,38,,,,,
37,Borders,Care Home,2017,2,,,,,
37,Borders,Home / Non-institution,2017,2,,,,,
37,Borders,Hospital,2017,9,,,,,
37,Borders,Other institution,2017,5,,,,,
37,Dumfries and Galloway,Care Home,2017,8,,,,,
37,Dumfries and Galloway,Home / Non-institution,2017,8,,,,,
37,Dumfries and Galloway,Hospital,2017,14,,,,,
37,Fife,Care Home,2017,12,,,,,
37,Fife,Home / Non-institution,2017,26,,,,,
37,Fife,Hospital,2017,41,,,,,
37,Forth Valley,Care Home,2017,16,,,,,
37,Forth Valley,Home / Non-institution,2017,11,,,,,
37,Forth Valley,Hospital,2017,31,,,,,
37,Grampian,Care Home,2017,25,,,,,
37,Grampian,Home / Non-institution,2017,25,,,,,
37,Grampian,Hospital,2017,50,,,,,
37,Greater Glasgow and Clyde,Care Home,2017,52,,,,,
37,Greater Glasgow and Clyde,Home / Non-institution,2017,62,,,,,
37,Greater Glasgow and Clyde,Hospital,2017,89,,,,,
37,Highland,Care Home,2017,15,,,,,
37,Highland,Home / Non-institution,2017,18,,,,,
37,Highland,Hospital,2017,45,,,,,
37,Lanarkshire,Care Home,2017,17,,,,,
37,Lanarkshire,Home / Non-institution,2017,36,,,,,
37,Lanarkshire,Hospital,2017,59,,,,,
37,Lothian,Care Home,2017,44,,,,,
37,Lothian,Home / Non-institution,2017,32,,,,,
37,Lothian,Hospital,2017,65,,,,,
37,Orkney,Hospital,2017,1,,,,,
37,Shetland,Hospital,2017,2,,,,,
37,Tayside,Care Home,2017,27,,,,,
37,Tayside,Home / Non-institution,2017,25,,,,,
37,Tayside,Hospital,2017,43,,,,,
37,Tayside,Other institution,2017,3,,,,,
37,Western Isles,Care Home,2017,1,,,,,
37,Western Isles,Home / Non-institution,2017,2,,,,,
37,Western Isles,Hospital,2017,1,,,,,
38,Ayrshire and Arran,Care Home,2017,11,,,,,
38,Ayrshire and Arran,Home / Non-institution,2017,12,,,,,
38,Ayrshire and Arran,Hospital,2017,50,,,,,
38,Borders,Care Home,2017,4,,,,,
38,Borders,Home / Non-institution,2017,5,,,,,
38,Borders,Hospital,2017,10,,,,,
38,Borders,Other institution,2017,2,,,,,
38,Dumfries and Galloway,Care Home,2017,10,,,,,
38,Dumfries and Galloway,Home / Non-institution,2017,7,,,,,
38,Dumfries and Galloway,Hospital,2017,23,,,,,
38,Fife,Care Home,2017,16,,,,,
38,Fife,Home / Non-institution,2017,20,,,,,
38,Fife,Hospital,2017,37,,,,,
38,Forth Valley,Care Home,2017,15,,,,,
38,Forth Valley,Home / Non-institution,2017,10,,,,,
38,Forth Valley,Hospital,2017,27,,,,,
38,Grampian,Care Home,2017,27,,,,,
38,Grampian,Home / Non-institution,2017,34,,,,,
38,Grampian,Hospital,2017,51,,,,,
38,Greater Glasgow and Clyde,Care Home,2017,54,,,,,
38,Greater Glasgow and Clyde,Home / Non-institution,2017,62,,,,,
38,Greater Glasgow and Clyde,Hospital,2017,109,,,,,
38,Highland,Care Home,2017,14,,,,,
38,Highland,Home / Non-institution,2017,33,,,,,
38,Highland,Hospital,2017,32,,,,,
38,Lanarkshire,Care Home,2017,29,,,,,
38,Lanarkshire,Home / Non-institution,2017,43,,,,,
38,Lanarkshire,Hospital,2017,80,,,,,
38,Lanarkshire,Other institution,2017,2,,,,,
38,Lothian,Care Home,2017,32,,,,,
38,Lothian,Home / Non-institution,2017,39,,,,,
38,Lothian,Hospital,2017,88,,,,,
38,Orkney,Home / Non-institution,2017,2,,,,,
38,Orkney,Hospital,2017,1,,,,,
38,Shetland,Care Home,2017,2,,,,,
38,Shetland,Home / Non-institution,2017,1,,,,,
38,Shetland,Hospital,2017,1,,,,,
38,Tayside,Care Home,2017,30,,,,,
38,Tayside,Home / Non-institution,2017,19,,,,,
38,Tayside,Hospital,2017,52,,,,,
38,Tayside,Other institution,2017,2,,,,,
38,Western Isles,Care Home,2017,2,,,,,
38,Western Isles,Home / Non-institution,2017,1,,,,,
38,Western Isles,Hospital,2017,4,,,,,
39,Ayrshire and Arran,Care Home,2017,22,,,,,
39,Ayrshire and Arran,Home / Non-institution,2017,25,,,,,
39,Ayrshire and Arran,Hospital,2017,44,,,,,
39,Ayrshire and Arran,Other institution,2017,1,,,,,
39,Borders,Care Home,2017,1,,,,,
39,Borders,Home / Non-institution,2017,5,,,,,
39,Borders,Hospital,2017,12,,,,,
39,Borders,Other institution,2017,4,,,,,
39,Dumfries and Galloway,Care Home,2017,7,,,,,
39,Dumfries and Galloway,Home / Non-institution,2017,10,,,,,
39,Dumfries and Galloway,Hospital,2017,16,,,,,
39,Fife,Care Home,2017,12,,,,,
39,Fife,Home / Non-institution,2017,21,,,,,
39,Fife,Hospital,2017,35,,,,,
39,Forth Valley,Care Home,2017,15,,,,,
39,Forth Valley,Home / Non-institution,2017,10,,,,,
39,Forth Valley,Hospital,2017,29,,,,,
39,Grampian,Care Home,2017,22,,,,,
39,Grampian,Home / Non-institution,2017,25,,,,,
39,Grampian,Hospital,2017,50,,,,,
39,Greater Glasgow and Clyde,Care Home,2017,51,,,,,
39,Greater Glasgow and Clyde,Home / Non-institution,2017,55,,,,,
39,Greater Glasgow and Clyde,Hospital,2017,125,,,,,
39,Highland,Care Home,2017,12,,,,,
39,Highland,Home / Non-institution,2017,23,,,,,
39,Highland,Hospital,2017,38,,,,,
39,Lanarkshire,Care Home,2017,23,,,,,
39,Lanarkshire,Home / Non-institution,2017,42,,,,,
39,Lanarkshire,Hospital,2017,61,,,,,
39,Lothian,Care Home,2017,33,,,,,
39,Lothian,Home / Non-institution,2017,38,,,,,
39,Lothian,Hospital,2017,62,,,,,
39,Orkney,Home / Non-institution,2017,1,,,,,
39,Orkney,Hospital,2017,3,,,,,
39,Shetland,Home / Non-institution,2017,1,,,,,
39,Tayside,Care Home,2017,21,,,,,
39,Tayside,Home / Non-institution,2017,13,,,,,
39,Tayside,Hospital,2017,34,,,,,
39,Western Isles,Care Home,2017,4,,,,,
39,Western Isles,Home / Non-institution,2017,2,,,,,
39,Western Isles,Hospital,2017,1,,,,,
40,Ayrshire and Arran,Care Home,2017,16,,,,,
40,Ayrshire and Arran,Home / Non-institution,2017,29,,,,,
40,Ayrshire and Arran,Hospital,2017,42,,,,,
40,Borders,Care Home,2017,3,,,,,
40,Borders,Home / Non-institution,2017,2,,,,,
40,Borders,Hospital,2017,12,,,,,
40,Borders,Other institution,2017,4,,,,,
40,Dumfries and Galloway,Care Home,2017,14,,,,,
40,Dumfries and Galloway,Home / Non-institution,2017,11,,,,,
40,Dumfries and Galloway,Hospital,2017,14,,,,,
40,Fife,Care Home,2017,18,,,,,
40,Fife,Home / Non-institution,2017,13,,,,,
40,Fife,Hospital,2017,41,,,,,
40,Forth Valley,Care Home,2017,10,,,,,
40,Forth Valley,Home / Non-institution,2017,18,,,,,
40,Forth Valley,Hospital,2017,25,,,,,
40,Grampian,Care Home,2017,28,,,,,
40,Grampian,Home / Non-institution,2017,39,,,,,
40,Grampian,Hospital,2017,48,,,,,
40,Greater Glasgow and Clyde,Care Home,2017,51,,,,,
40,Greater Glasgow and Clyde,Home / Non-institution,2017,58,,,,,
40,Greater Glasgow and Clyde,Hospital,2017,111,,,,,
40,Highland,Care Home,2017,13,,,,,
40,Highland,Home / Non-institution,2017,23,,,,,
40,Highland,Hospital,2017,31,,,,,
40,Lanarkshire,Care Home,2017,30,,,,,
40,Lanarkshire,Home / Non-institution,2017,41,,,,,
40,Lanarkshire,Hospital,2017,65,,,,,
40,Lanarkshire,Other institution,2017,1,,,,,
40,Lothian,Care Home,2017,41,,,,,
40,Lothian,Home / Non-institution,2017,39,,,,,
40,Lothian,Hospital,2017,85,,,,,
40,Orkney,Care Home,2017,1,,,,,
40,Orkney,Home / Non-institution,2017,1,,,,,
40,Orkney,Hospital,2017,1,,,,,
40,Shetland,Home / Non-institution,2017,2,,,,,
40,Tayside,Care Home,2017,21,,,,,
40,Tayside,Home / Non-institution,2017,32,,,,,
40,Tayside,Hospital,2017,46,,,,,
40,Western Isles,Care Home,2017,3,,,,,
40,Western Isles,Home / Non-institution,2017,2,,,,,
40,Western Isles,Hospital,2017,5,,,,,
41,Ayrshire and Arran,Care Home,2017,24,,,,,
41,Ayrshire and Arran,Home / Non-institution,2017,26,,,,,
41,Ayrshire and Arran,Hospital,2017,49,,,,,
41,Borders,Care Home,2017,4,,,,,
41,Borders,Home / Non-institution,2017,10,,,,,
41,Borders,Hospital,2017,9,,,,,
41,Borders,Other institution,2017,4,,,,,
41,Dumfries and Galloway,Care Home,2017,5,,,,,
41,Dumfries and Galloway,Home / Non-institution,2017,8,,,,,
41,Dumfries and Galloway,Hospital,2017,19,,,,,
41,Fife,Care Home,2017,14,,,,,
41,Fife,Home / Non-institution,2017,14,,,,,
41,Fife,Hospital,2017,40,,,,,
41,Forth Valley,Care Home,2017,16,,,,,
41,Forth Valley,Home / Non-institution,2017,11,,,,,
41,Forth Valley,Hospital,2017,32,,,,,
41,Grampian,Care Home,2017,24,,,,,
41,Grampian,Home / Non-institution,2017,25,,,,,
41,Grampian,Hospital,2017,58,,,,,
41,Greater Glasgow and Clyde,Care Home,2017,68,,,,,
41,Greater Glasgow and Clyde,Home / Non-institution,2017,75,,,,,
41,Greater Glasgow and Clyde,Hospital,2017,116,,,,,
41,Highland,Care Home,2017,13,,,,,
41,Highland,Home / Non-institution,2017,17,,,,,
41,Highland,Hospital,2017,21,,,,,
41,Lanarkshire,Care Home,2017,31,,,,,
41,Lanarkshire,Home / Non-institution,2017,61,,,,,
41,Lanarkshire,Hospital,2017,66,,,,,
41,Lanarkshire,Other institution,2017,2,,,,,
41,Lothian,Care Home,2017,44,,,,,
41,Lothian,Home / Non-institution,2017,48,,,,,
41,Lothian,Hospital,2017,87,,,,,
41,Orkney,Home / Non-institution,2017,2,,,,,
41,Orkney,Hospital,2017,4,,,,,
41,Shetland,Home / Non-institution,2017,2,,,,,
41,Shetland,Hospital,2017,3,,,,,
41,Tayside,Care Home,2017,24,,,,,
